WKT,D_NOP
"MULTIPOLYGON (((110.81669348962 -7.57584105387545,110.81676002374 -7.5758534744681,110.816753658186 -7.57590041891936,110.816685673495 -7.57588826908574,110.81669348962 -7.57584105387545)))","337202000600102130001"
"MULTIPOLYGON (((110.816705679074 -7.57574182778957,110.816782454606 -7.57575986101611,110.816773095326 -7.5758119602517,110.816695594294 -7.57579455991628,110.816705679074 -7.57574182778957)))","337202000600102120001"
"MULTIPOLYGON (((110.816779720063 -7.57622435602936,110.8168656468 -7.57625388111853,110.816862912726 -7.57628816313234,110.81677508154 -7.57626035592229,110.816779720063 -7.57622435602936)))","337202000600102110001"
"MULTIPOLYGON (((110.816772808904 -7.57627528035389,110.816859370491 -7.57630417251328,110.816855371244 -7.57632904647776,110.816770622717 -7.5763001550803,110.816772808904 -7.57627528035389)))","337202000600102100001"
"MULTIPOLYGON (((110.816816092829 -7.57596041810661,110.817086592259 -7.57598287464974,110.817084314561 -7.57600982984872,110.816813815076 -7.57598746376071,110.816816092829 -7.57596041810661)))","337202000600102090001"
"MULTIPOLYGON (((110.816999733337 -7.57601422670511,110.81707723053 -7.57604085358939,110.817022681018 -7.57619958252922,110.816910015383 -7.57616109099799,110.816930437354 -7.57610185031558,110.816964518006 -7.57611353357975,110.816999733337 -7.57601422670511)))","337202000600102090001"
"MULTIPOLYGON (((110.816810814697 -7.57600835804183,110.816894212388 -7.57601590103496,110.816876463712 -7.57618477659841,110.816792250836 -7.57617551457722,110.816810814697 -7.57600835804183)))","337202000600102090001"
"MULTIPOLYGON (((110.81701389927 -7.57574240967832,110.817091312669 -7.57575266382538,110.817085040133 -7.57579409045081,110.817007082465 -7.5757846501859,110.81701389927 -7.57574240967832)))","337202000600102020001"
"MULTIPOLYGON (((110.81704311623 -7.57567919258013,110.8171003146 -7.5756879909228,110.817096222432 -7.5757182922656,110.817038027104 -7.57570895076208,110.81704311623 -7.57567919258013)))","337202000600102010001"
"MULTIPOLYGON (((110.817135408504 -7.57566150178706,110.817188436719 -7.57567056973799,110.817159003501 -7.5758167357323,110.817108060709 -7.57580667362729,110.817135408504 -7.57566150178706)))","337202000600102000001"
"MULTIPOLYGON (((110.817253949746 -7.57573970630272,110.817300540882 -7.57575049022039,110.817297361012 -7.57576713295608,110.81734268301 -7.57577791633693,110.817345954445 -7.57575910267367,110.817416837369 -7.57577758560229,110.817387589754 -7.57591371097491,110.817311176056 -7.57589739668681,110.817313267098 -7.57588310537379,110.817266856834 -7.57587331655899,110.817262317662 -7.57588878278429,110.817211465817 -7.5758779970741,110.817253949746 -7.57573970630272)))","337202000600101990001"
"MULTIPOLYGON (((110.817271253057 -7.57598195713939,110.817371685728 -7.57600805085244,110.817343625146 -7.57612382391553,110.81728606715 -7.57610778890075,110.817304865924 -7.57602810425924,110.817262173185 -7.57601650786511,110.817271253057 -7.57598195713939)))","337202000600101980001"
"MULTIPOLYGON (((110.817254506478 -7.5763546325331,110.817300462193 -7.57636758715092,110.817284213355 -7.57641959304996,110.817237624016 -7.576404376742,110.817254506478 -7.5763546325331)))","337202000600101960001"
"MULTIPOLYGON (((110.817274117184 -7.57628435575226,110.817321796179 -7.5762952305821,110.817303821468 -7.5763554673359,110.817256143153 -7.57634296428011,110.817274117184 -7.57628435575226)))","337202000600101960001"
"MULTIPOLYGON (((110.817390271826 -7.57600281214561,110.817424535427 -7.57601060580396,110.817387399602 -7.57614998431622,110.817365372717 -7.57614563314858,110.817326151875 -7.57628492032276,110.817277476573 -7.57627196456676,110.81731887219 -7.57613484927502,110.817352046667 -7.57614571801695,110.817390271826 -7.57600281214561)))","337202000600101960001"
"MULTIPOLYGON (((110.817422606575 -7.576070306549,110.817453606289 -7.57607900340589,110.817353372487 -7.57644160308659,110.817306872844 -7.57642864824599,110.817376512844 -7.57616988026894,110.817396545361 -7.57617423059985,110.817422606575 -7.576070306549)))","337202000600101950001"
"MULTIPOLYGON (((110.81744701106 -7.57624100894774,110.817551887977 -7.5762619484402,110.817545255452 -7.57629722385221,110.817441466708 -7.57627547070206,110.81744701106 -7.57624100894774)))","337202000600101920001"
"MULTIPOLYGON (((110.817459381206 -7.57614286839734,110.817490433008 -7.5760278202349,110.817608179766 -7.57605554937343,110.817579574562 -7.5761731313628,110.817459381206 -7.57614286839734)))","337202000600101920001"
"MULTIPOLYGON (((110.81752666128 -7.57567532487296,110.817515038049 -7.57572199576425,110.817467268878 -7.57571012589295,110.817478801422 -7.57566354542192,110.81752666128 -7.57567532487296)))","337202000600101910001"
"MULTIPOLYGON (((110.817418381756 -7.57598509437854,110.817472245658 -7.5757318376349,110.817507325231 -7.57573936025764,110.8174612705 -7.57596177447619,110.817576026142 -7.57598841688659,110.817624076022 -7.57576401343846,110.81766541013 -7.57577280506417,110.817611546373 -7.57602597137688,110.817418381756 -7.57598509437854)))","337202000600101910001"
"MULTIPOLYGON (((110.81746843339 -7.57595870194367,110.81748414733 -7.5758851670693,110.817585579422 -7.57590592419458,110.817569774541 -7.57598018269005,110.81746843339 -7.57595870194367)))","337202000600101910001"
"MULTIPOLYGON (((110.817616008584 -7.57576238183601,110.817586578546 -7.5759013113111,110.817485146531 -7.5758803732723,110.817514848788 -7.5757409011773,110.817616008584 -7.57576238183601)))","337202000600101910001"
"MULTIPOLYGON (((110.817387766456 -7.57570936891136,110.817436533723 -7.57571906824407,110.817431082963 -7.5757465648571,110.817382768768 -7.57573731799818,110.817387766456 -7.57570936891136)))","337202000600101900001"
"MULTIPOLYGON (((110.817395144243 -7.57562651348344,110.817454064679 -7.57563612661378,110.817450333664 -7.57566995593107,110.817390868696 -7.57566178988222,110.817395144243 -7.57562651348344)))","337202000600101900001"
"MULTIPOLYGON (((110.817337765141 -7.57561635825017,110.817382998146 -7.57562316148559,110.817367992015 -7.57573803545737,110.817322578415 -7.5757295134633,110.817337765141 -7.57561635825017)))","337202000600101900001"
"MULTIPOLYGON (((110.817287731375 -7.57560041684923,110.817322446722 -7.57561173852361,110.817293390152 -7.57572470700421,110.817255048713 -7.57571329334905,110.817287731375 -7.57560041684923)))","337202000600101890001"
"MULTIPOLYGON (((110.817052984149 -7.57549575013295,110.817204541217 -7.57553082058646,110.817183741218 -7.57562678662754,110.817055297701 -7.57559869105659,110.817068289091 -7.57553230114887,110.817046171588 -7.57552794992772,110.817052984149 -7.57549575013295)))","337202000600101880001"
"MULTIPOLYGON (((110.816833986052 -7.57544934415868,110.816904235668 -7.57546466091147,110.816895606867 -7.5755043678628,110.816824813059 -7.57548968407791,110.816833986052 -7.57544934415868)))","337202000600101870001"
"MULTIPOLYGON (((110.816956904907 -7.57546504487675,110.817032682913 -7.57548380129447,110.817023962478 -7.57552586008946,110.816947277629 -7.57550782694415,110.816956904907 -7.57546504487675)))","337202000600101870001"
"MULTIPOLYGON (((110.816901871725 -7.57569586775111,110.816964146244 -7.5757056632715,110.816955147881 -7.57576183322377,110.816893235432 -7.57575330425073,110.816901871725 -7.57569586775111)))","337202000600101860001"
"MULTIPOLYGON (((110.816913791765 -7.57559049047516,110.816990568501 -7.57560562904444,110.816980392036 -7.5756608939336,110.816902707729 -7.57564819731709,110.816913791765 -7.57559049047516)))","337202000600101850001"
"MULTIPOLYGON (((110.816734976946 -7.57570176771293,110.816752414132 -7.57562651491083,110.816820216944 -7.57563993105334,110.816814492888 -7.57567050307744,110.816873321325 -7.57568328223893,110.816864326733 -7.5757304969578,110.816734976946 -7.57570176771293)))","337202000600101840001"
"MULTIPOLYGON (((110.816771194179 -7.57537677131504,110.816799926549 -7.57538772868589,110.816778224028 -7.57547401543854,110.816764989607 -7.57547183890551,110.816754000069 -7.57552040963658,110.816738590893 -7.57551606122218,110.816771194179 -7.57537677131504)))","337202000600101830001"
"MULTIPOLYGON (((110.816665615069 -7.57551639233848,110.816749731886 -7.5755381373929,110.81671729769 -7.57570628311843,110.816630915473 -7.57568227568099,110.816665615069 -7.57551639233848)))","337202000600101820001"
"MULTIPOLYGON (((110.816049662557 -7.5752207004118,110.816155259661 -7.5752527667366,110.81613918874 -7.57531255196148,110.81603105265 -7.57528211278432,110.816049662557 -7.5752207004118)))","337202000600101790001"
"MULTIPOLYGON (((110.815905600557 -7.57525474179667,110.816215688454 -7.57533944994535,110.816204881966 -7.57538376926461,110.815894702466 -7.57530123203448,110.815905600557 -7.57525474179667)))","337202000600101790001"
"MULTIPOLYGON (((110.816114557001 -7.57503773351119,110.816179003126 -7.5750568471187,110.816158127496 -7.57511690168805,110.816094225358 -7.57509760739321,110.816114557001 -7.57503773351119)))","337202000600101780001"
"MULTIPOLYGON (((110.815973139277 -7.57503577419178,110.816086078985 -7.57506838637592,110.816078364089 -7.57509054505809,110.815964245697 -7.57505838465835,110.815973139277 -7.57503577419178)))","337202000600101770001"
"MULTIPOLYGON (((110.815981858805 -7.57499606729797,110.816099238655 -7.5750330232854,110.816090525696 -7.57505726205511,110.815970878559 -7.57502256652974,110.815981858805 -7.57499606729797)))","337202000600101760001"
"MULTIPOLYGON (((110.816297499849 -7.57481130663086,110.816278439299 -7.57486665821406,110.816258679809 -7.57485995606896,110.816220284429 -7.57497608652845,110.816127741211 -7.57494447801564,110.816146620479 -7.57488912636323,110.816191305905 -7.5749043419808,110.816200382425 -7.57487784193966,110.816168658368 -7.57486733555205,110.81618027635 -7.5748333286613,110.816220157898 -7.5748468235675,110.816239127803 -7.57479147194871,110.816297499849 -7.57481130663086)))","337202000600101750001"
"MULTIPOLYGON (((110.816055471223 -7.57477701178478,110.816154364433 -7.57479840136287,110.816146371183 -7.57483566623124,110.816045664793 -7.57481454725616,110.816055471223 -7.57477701178478)))","337202000600101740001"
"MULTIPOLYGON (((110.816301697278 -7.57496065274086,110.816260012872 -7.57513702611009,110.816220220837 -7.57512615449486,110.816242009427 -7.5750509035487,110.816255243142 -7.57505470832116,110.816279127697 -7.57495358758391,110.816301697278 -7.57496065274086)))","337202000600101730001"
"MULTIPOLYGON (((110.816400930778 -7.57482075775634,110.816608504256 -7.57487186289009,110.816537310377 -7.57516029996216,110.816329736733 -7.57510928524892,110.816400930778 -7.57482075775634)))","337202000600101720001"
"MULTIPOLYGON (((110.816646849216 -7.5750891565064,110.816726705836 -7.57510954291688,110.816701280848 -7.57520930617847,110.816621242867 -7.57518901014356,110.816646849216 -7.5750891565064)))","337202000600101710001"
"MULTIPOLYGON (((110.816936154102 -7.57501483216235,110.816922358479 -7.57505363237475,110.816735905968 -7.57500497861126,110.816746621165 -7.57496201609166,110.816936154102 -7.57501483216235)))","337202000600101700001"
"MULTIPOLYGON (((110.816753254453 -7.57513958577756,110.816854231349 -7.57516441343797,110.816833799443 -7.57524726336684,110.816732822529 -7.57522243570136,110.816753254453 -7.57513958577756)))","337202000600101690001"
"MULTIPOLYGON (((110.816933635644 -7.57518262865519,110.816984305942 -7.5751937761474,110.816956058777 -7.57532194170558,110.816905479119 -7.57531079424792,110.816933635644 -7.57518262865519)))","337202000600101680001"
"MULTIPOLYGON (((110.817014340461 -7.57512648883175,110.817067186272 -7.57513799905578,110.817030945952 -7.57530342950574,110.817013270189 -7.57529971334731,110.817005822218 -7.5753339029266,110.816970652111 -7.57532619931246,110.817014340461 -7.57512648883175)))","337202000600101670001"
"MULTIPOLYGON (((110.817089634504 -7.57500295632863,110.817118548279 -7.57501364238374,110.817097218981 -7.57507496320747,110.817126947875 -7.57508745874243,110.817110886401 -7.57512517252688,110.817053150407 -7.57510162948634,110.817089634504 -7.57500295632863)))","337202000600101660001"
"MULTIPOLYGON (((110.817090109552 -7.57495130563693,110.817174311331 -7.57498634780821,110.817165505873 -7.57501510940721,110.817085746997 -7.57497789813424,110.817090109552 -7.57495130563693)))","337202000600101650001"
"MULTIPOLYGON (((110.816981780874 -7.57494764185792,110.817062269003 -7.57497526502429,110.817038851974 -7.57504300740833,110.816958363796 -7.57501547469433,110.816981780874 -7.57494764185792)))","337202000600101640001"
"MULTIPOLYGON (((110.816148862485 -7.57473263687548,110.816185754856 -7.57474052219526,110.816172501598 -7.57478285043093,110.816135609492 -7.57477433191179,110.816148862485 -7.57473263687548)))","337202000600101630001"
"MULTIPOLYGON (((110.816110993031 -7.57467735172525,110.816240523085 -7.57470770944883,110.816217375794 -7.57478042703009,110.816184925639 -7.5747720008461,110.816194821559 -7.57473717911594,110.81614442341 -7.57472576027755,110.816129536327 -7.57477297249477,110.816084576848 -7.57476273188481,110.816110993031 -7.57467735172525)))","337202000600101630001"
"MULTIPOLYGON (((110.816198993286 -7.57430533963683,110.816403393723 -7.5743562626105,110.81638659899 -7.57441288155196,110.816181473422 -7.57436168689325,110.816198993286 -7.57430533963683)))","337202000600101580001"
"MULTIPOLYGON (((110.81644577305 -7.57467957343394,110.816416586361 -7.57467123909931,110.81646361404 -7.57450698918487,110.816613354405 -7.57454974790761,110.816607543905 -7.57457036963495,110.816486808908 -7.57453594516542,110.81644577305 -7.57467957343394)))","337202000600101570001"
"MULTIPOLYGON (((110.816474541155 -7.57460595363835,110.816551586713 -7.57462805757588,110.816569471562 -7.57456601167326,110.816605819016 -7.57457624860736,110.816566417469 -7.57471390742042,110.81645293382 -7.57468147604623,110.816474541155 -7.57460595363835)))","337202000600101570001"
"MULTIPOLYGON (((110.816876847508 -7.57463181271072,110.816913918938 -7.57464503500153,110.816874528863 -7.57475573769221,110.816852775464 -7.57474794925285,110.816866025638 -7.57471276708881,110.816850073106 -7.57470715205378,110.816876847508 -7.57463181271072)))","337202000600101560001"
"MULTIPOLYGON (((110.816977000785 -7.57467473137499,110.817041626638 -7.57469755366335,110.816994703586 -7.57482914874565,110.816930168407 -7.57480623603127,110.816977000785 -7.57467473137499)))","337202000600101550001"
"MULTIPOLYGON (((110.817229639055 -7.57448623480559,110.817243687646 -7.57449239176934,110.817227535896 -7.57452929140986,110.817247475854 -7.57453798363873,110.817225607486 -7.57458790667494,110.817237662138 -7.57459306777634,110.817232489934 -7.57460491546073,110.817220344667 -7.57459966386427,110.817223248264 -7.57459324264239,110.817189078405 -7.5745783933712,110.817229639055 -7.57448623480559)))","337202000600101540001"
"MULTIPOLYGON (((110.817172835193 -7.57461719256597,110.817210811901 -7.57463340028948,110.817188307963 -7.5746856749362,110.817150512595 -7.57466937682988,110.817172835193 -7.57461719256597)))","337202000600101530001"
"MULTIPOLYGON (((110.81714724158 -7.57468719546685,110.817184765029 -7.57470340300243,110.817161172182 -7.5747582099837,110.817123648653 -7.5747421833598,110.81714724158 -7.57468719546685)))","337202000600101520001"
"MULTIPOLYGON (((110.817111406018 -7.57475285213436,110.817184370428 -7.57477929617901,110.817176475355 -7.57479892201346,110.817102966605 -7.57477347276482,110.817111406018 -7.57475285213436)))","337202000600101510001"
"MULTIPOLYGON (((110.817194431446 -7.57478273776378,110.817263770591 -7.57480719022202,110.817256237828 -7.57482753986519,110.817186445492 -7.5748029063017,110.817194431446 -7.57478273776378)))","337202000600101500001"
"MULTIPOLYGON (((110.81720949629 -7.57474366670343,110.817275935148 -7.57476667063209,110.817264409696 -7.57479642611858,110.817198967558 -7.57477450808921,110.81720949629 -7.57474366670343)))","337202000600101490001"
"MULTIPOLYGON (((110.817224379291 -7.57470586196275,110.817290636838 -7.57472886581302,110.817279383348 -7.57475862141407,110.817213850562 -7.574736703349,110.817224379291 -7.57470586196275)))","337202000600101480001"
"MULTIPOLYGON (((110.817249785222 -7.57465096528145,110.817309516635 -7.5746718858819,110.817294631318 -7.57471520849593,110.817232632854 -7.57469600562331,110.817249785222 -7.57465096528145)))","337202000600101470001"
"MULTIPOLYGON (((110.817287532962 -7.57456513751382,110.817325238512 -7.57457944551866,110.81729855713 -7.57464935751608,110.817260942228 -7.57463504954689,110.817287532962 -7.57456513751382)))","337202000600101460001"
"MULTIPOLYGON (((110.817304148222 -7.57450390515795,110.817357262306 -7.57452400886405,110.817340472947 -7.57456814479398,110.817287358859 -7.57454804108576,110.817304148222 -7.57450390515795)))","337202000600101450001"
"MULTIPOLYGON (((110.817252137527 -7.57444689549108,110.817278548546 -7.57437318419227,110.817319880571 -7.57438658914938,110.817293105918 -7.57446274263471,110.817252137527 -7.57444689549108)))","337202000600102800001"
"MULTIPOLYGON (((110.816812128652 -7.57461459868713,110.816859442319 -7.57463144356575,110.816824499493 -7.57472966506898,110.816777185779 -7.57471291064329,110.816812128652 -7.57461459868713)))","337202000600101390001"
"MULTIPOLYGON (((110.816597703523 -7.5746883212912,110.816637675878 -7.57470145436988,110.816622246155 -7.57474577175603,110.816582544799 -7.5747349002125,110.816597703523 -7.5746883212912)))","337202000600101360001"
"MULTIPOLYGON (((110.816751364472 -7.57467798341734,110.816717603813 -7.57476743108902,110.816668659036 -7.57474904774106,110.816691347595 -7.57468908436396,110.816661527554 -7.57467785515826,110.816672780969 -7.57464837094466,110.816751364472 -7.57467798341734)))","337202000600101350001"
"MULTIPOLYGON (((110.816728925849 -7.57436101299132,110.816835705907 -7.57438213436104,110.816822354545 -7.5744422825876,110.816780204669 -7.57443358099852,110.816762860065 -7.5745044014578,110.816695331455 -7.57448610075255,110.816728925849 -7.57436101299132)))","337202000600101340001"
"MULTIPOLYGON (((110.816651910115 -7.57426844317101,110.81671544844 -7.5742903604796,110.816690216009 -7.57436361995387,110.816626587022 -7.57434170260328,110.816620959782 -7.57435771110619,110.816587423155 -7.57434611850364,110.816604123803 -7.5742975501783,110.816637751079 -7.57430914281767,110.816651910115 -7.57426844317101)))","337202000600101330001"
"MULTIPOLYGON (((110.816507367123 -7.57436887992862,110.816580968142 -7.57439025875405,110.81654556233 -7.57451136563611,110.816471961293 -7.57448998680435,110.816507367123 -7.57436887992862)))","337202000600101320001"
"MULTIPOLYGON (((110.816205618987 -7.5742863464832,110.816235480762 -7.57419897771488,110.816286241386 -7.57421057760827,110.816277526961 -7.57423834420181,110.816381675967 -7.57426434924474,110.81636478882 -7.57432512916413,110.816205618987 -7.5742863464832)))","337202000600101310001"
"MULTIPOLYGON (((110.817256975955 -7.57393626828476,110.817299669291 -7.5739459650809,110.817283510289 -7.57400014199125,110.817240001684 -7.5739889975409,110.817256975955 -7.57393626828476)))","337202000600101300001"
"MULTIPOLYGON (((110.81723519187 -7.57400138811931,110.81733934271 -7.5740230510028,110.817317636675 -7.57411811211032,110.817259985129 -7.5741095849809,110.817234011875 -7.57422011242424,110.817178626674 -7.57421149577776,110.81723519187 -7.57400138811931)))","337202000600101290001"
"MULTIPOLYGON (((110.817348645542 -7.57410473749063,110.817392881401 -7.57411108801917,110.817373271545 -7.57417964613422,110.817399919754 -7.5741884316251,110.817380478176 -7.57428792607276,110.817305152138 -7.57427269772796,110.817348645542 -7.57410473749063)))","337202000600101280001"
"MULTIPOLYGON (((110.817419771827 -7.57419052045487,110.817450863925 -7.5741947849598,110.817431331705 -7.57429427937199,110.817395890134 -7.5742855806539,110.817419771827 -7.57419052045487)))","337202000600101270001"
"MULTIPOLYGON (((110.817447686885 -7.57398935599117,110.817467627699 -7.57399596770117,110.817456731712 -7.5740379351409,110.817476762267 -7.57404671785392,110.817446251791 -7.57416827915322,110.817399751472 -7.57415749529234,110.817447686885 -7.57398935599117)))","337202000600101270001"
"MULTIPOLYGON (((110.817604408121 -7.57403048907325,110.817652449641 -7.57404100218656,110.817620662432 -7.5741807448034,110.817573707474 -7.5741732172193,110.817604408121 -7.57403048907325)))","337202000600101260001"
"MULTIPOLYGON (((110.817668131342 -7.57404390337142,110.817715991522 -7.57405450685879,110.817683482836 -7.57418538440167,110.817638340551 -7.5741787621522,110.817668131342 -7.57404390337142)))","337202000600101250001"
"MULTIPOLYGON (((110.817505422526 -7.57401344171896,110.817574130918 -7.57402857680036,110.817548229795 -7.57418333772297,110.817477343888 -7.57417254365625,110.817505422526 -7.57401344171896)))","337202000600101240001"
"MULTIPOLYGON (((110.817572793033 -7.5741920318732,110.817676313285 -7.57420437735178,110.8176327449 -7.57433534071724,110.817549531027 -7.57432255144858,110.817572793033 -7.5741920318732)))","337202000600101230001"
"MULTIPOLYGON (((110.817671018428 -7.57429238970724,110.817856477444 -7.57433181604722,110.817846216017 -7.57437387421898,110.817656495848 -7.57433553157355,110.817671018428 -7.57429238970724)))","337202000600101220001"
"MULTIPOLYGON (((110.817751342429 -7.57406320551273,110.817906521639 -7.57410668972181,110.817886994199 -7.57419505795951,110.817835962141 -7.57418210128454,110.817820800832 -7.5742351931499,110.817882801879 -7.57424815441262,110.817863279972 -7.57432331594208,110.817674831091 -7.57427990824972,110.817751342429 -7.57406320551273)))","337202000600101220001"
"MULTIPOLYGON (((110.818047018667 -7.57435785680919,110.81810022824 -7.57436647243758,110.818093866802 -7.57440400939866,110.818042923544 -7.57439539471607,110.818047018667 -7.57435785680919)))","337202000600101200001"
"MULTIPOLYGON (((110.818100952337 -7.57415299443199,110.818173284911 -7.57417283469246,110.818165931687 -7.57419752635986,110.81809269243 -7.57417804754715,110.818100952337 -7.57415299443199)))","337202000600101190001"
"MULTIPOLYGON (((110.81809269243 -7.57417804754715,110.818165931687 -7.57419752635986,110.818150677869 -7.57425514104449,110.818074810053 -7.57423475656222,110.81809269243 -7.57417804754715)))","337202000600101190001"
"MULTIPOLYGON (((110.818183090011 -7.57392173039881,110.818241916134 -7.57393957495797,110.818196255047 -7.57408935255042,110.818137519521 -7.5740715984795,110.818183090011 -7.57392173039881)))","337202000600101180001"
"MULTIPOLYGON (((110.818197977713 -7.57387243759491,110.818256803868 -7.57389019169508,110.818241916134 -7.57393957495797,110.818183090011 -7.57392173039881,110.818197977713 -7.57387243759491)))","337202000600101180001"
"MULTIPOLYGON (((110.818086763828 -7.5740481489477,110.81812126511 -7.57392116184995,110.818158972378 -7.57393130876514,110.818124652373 -7.57405838639867,110.818086763828 -7.5740481489477)))","337202000600101170001"
"MULTIPOLYGON (((110.817959830946 -7.57387758464742,110.818108665828 -7.57391771922694,110.81808378845 -7.57400961306113,110.818041639688 -7.57399828834438,110.818032197046 -7.57403347213854,110.817925238968 -7.57400457169373,110.817959830946 -7.57387758464742)))","337202000600101170001"
"MULTIPOLYGON (((110.81786388978 -7.57373462262713,110.817936309242 -7.57376323728217,110.817911977804 -7.57385024666151,110.817888501612 -7.57384345258011,110.817899758985 -7.57380428944342,110.817850812933 -7.57378907222019,110.81786388978 -7.57373462262713)))","337202000600101160001"
"MULTIPOLYGON (((110.817797553135 -7.57368439130255,110.817849759211 -7.5737078414735,110.817829059373 -7.57378173611445,110.817775219071 -7.57376416495655,110.817797553135 -7.57368439130255)))","337202000600101150001"
"MULTIPOLYGON (((110.817742903173 -7.57386781505725,110.81777331244 -7.57377112934114,110.817890873012 -7.57380907994527,110.817881612845 -7.57384145964832,110.817814266351 -7.5738213500552,110.817795566445 -7.57388194836447,110.817742903173 -7.57386781505725)))","337202000600101140001"
"MULTIPOLYGON (((110.817816704398 -7.57384414621623,110.817867735885 -7.57385836928923,110.817855663279 -7.57389599431657,110.817804721491 -7.57388403270236,110.817816704398 -7.57384414621623)))","337202000600101130001"
"MULTIPOLYGON (((110.817892305378 -7.57385213803361,110.817909889868 -7.57385721097094,110.817894185424 -7.57390849347488,110.817863910811 -7.57390043015345,110.8178733524 -7.57386777915603,110.817886041343 -7.57387357370293,110.817892305378 -7.57385213803361)))","337202000600101120001"
"MULTIPOLYGON (((110.817845913262 -7.57401548381823,110.817870969831 -7.57392874611765,110.817887557525 -7.57393291407009,110.81786195727 -7.5740191088029,110.817845913262 -7.57401548381823)))","337202000600101110001"
"MULTIPOLYGON (((110.817847674827 -7.57392222348047,110.817864081025 -7.57392684364246,110.81783875242 -7.57401376214269,110.817823705706 -7.5740098662035,110.817847674827 -7.57392222348047)))","337202000600101100001"
"MULTIPOLYGON (((110.817811417745 -7.57391271034337,110.817840604678 -7.573920411386,110.81781672617 -7.57400814460341,110.817786723205 -7.57400080504541,110.817811417745 -7.57391271034337)))","337202000600101090001"
"MULTIPOLYGON (((110.817790569985 -7.57390709329572,110.817804438287 -7.57391080782932,110.817779562326 -7.5739991738258,110.817764152926 -7.57399545864668,110.817790569985 -7.57390709329572)))","337202000600101080001"
"MULTIPOLYGON (((110.817767999939 -7.57390120415593,110.817783499874 -7.57390519074344,110.817757082738 -7.57399373700772,110.817741492109 -7.57398984083819,110.817767999939 -7.57390120415593)))","337202000600101070001"
"MULTIPOLYGON (((110.817735277972 -7.5738925066035,110.81776092979 -7.57389939206017,110.817734331231 -7.57398820961784,110.817708044649 -7.57398177617845,110.817726472537 -7.57392135867358,110.817735277972 -7.5738925066035)))","337202000600101060001"
"MULTIPOLYGON (((110.817689035946 -7.57391428736941,110.817718585184 -7.57392271222706,110.817700974423 -7.57398014499548,110.817668342687 -7.5739724425017,110.817689035946 -7.57391428736941)))","337202000600101050001"
"MULTIPOLYGON (((110.81769148642 -7.57390750412668,110.817707005667 -7.57386553861482,110.81773365451 -7.57387278631791,110.817720673084 -7.57391583837554,110.81769148642 -7.57390750412668)))","337202000600100980001"
"MULTIPOLYGON (((110.817763155239 -7.57378089443872,110.817754712381 -7.5738098371182,110.817732325014 -7.5738006916043,110.817743849569 -7.57377292615436,110.817763155239 -7.57378089443872)))","337202000600100970001"
"MULTIPOLYGON (((110.817677782153 -7.57372920782203,110.817658907202 -7.57377488066193,110.817642048699 -7.5737679988803,110.817661014305 -7.57372232607907,110.817677782153 -7.57372920782203)))","337202000600100960001"
"MULTIPOLYGON (((110.817594863746 -7.57366078768834,110.817652690157 -7.57368451160649,110.817605048574 -7.57380090970599,110.817546496587 -7.57377799958963,110.817594863746 -7.57366078768834)))","337202000600100950001"
"MULTIPOLYGON (((110.817531071367 -7.57381191447011,110.817575211564 -7.57383011479464,110.81754581012 -7.57390138252625,110.817501488384 -7.57388372486406,110.817531071367 -7.57381191447011)))","337202000600100940001"
"MULTIPOLYGON (((110.817420967076 -7.57371996411994,110.817518582954 -7.57376043925783,110.817502071119 -7.57379145906102,110.8174699856 -7.57377832936702,110.817448116384 -7.57383042338308,110.817409323024 -7.5738162053908,110.817433366956 -7.57376637371083,110.817407806565 -7.57375767913526,110.817420967076 -7.57371996411994)))","337202000600100920001"
"MULTIPOLYGON (((110.817278848934 -7.57387530950384,110.817337763993 -7.57368184688346,110.817395412248 -7.57369806283733,110.81733105988 -7.57388718125444,110.817278848934 -7.57387530950384)))","337202000600100910001"
"MULTIPOLYGON (((110.817467231094 -7.57364589929766,110.817574728592 -7.57368520262313,110.81755503791 -7.57373051328921,110.817448537126 -7.57369229585931,110.817467231094 -7.57364589929766)))","337202000600100910001"
"MULTIPOLYGON (((110.817137505211 -7.57369867831397,110.817219263515 -7.57372331690288,110.817205465217 -7.57376863002433,110.817235376778 -7.57377768826475,110.817210231383 -7.57385981258705,110.817126025775 -7.57383435885653,110.817150989879 -7.57375223446324,110.817123797596 -7.57374390101386,110.817137505211 -7.57369867831397)))","337202000600100900001"
"MULTIPOLYGON (((110.817009430752 -7.57365665253169,110.817103696853 -7.57368663335308,110.817088447072 -7.57373438819779,110.817053278541 -7.57372324723096,110.817039027306 -7.57376774604437,110.816979929683 -7.5737489966412,110.817009430752 -7.57365665253169)))","337202000600100890001"
"MULTIPOLYGON (((110.817008931788 -7.57355009408503,110.817114890488 -7.57358378854797,110.817097008201 -7.57364004523753,110.816991049451 -7.57360644122693,110.817008931788 -7.57355009408503)))","337202000600100880001"
"MULTIPOLYGON (((110.816873160547 -7.57348762176973,110.816928724206 -7.57350275142537,110.816913376811 -7.57356696938014,110.816860170151 -7.57355175025634,110.816873160547 -7.57348762176973)))","337202000600100870001"
"MULTIPOLYGON (((110.816843830225 -7.57360493204837,110.816876007319 -7.57361580040369,110.81686193092 -7.57367558650187,110.816829662712 -7.57366580359003,110.816843830225 -7.57360493204837)))","337202000600100860001"
