WKT,D_NOP
"MULTIPOLYGON (((110.816884527137 -7.57361942226109,110.816940271278 -7.57363654204338,110.816922752416 -7.57369080882583,110.816869545282 -7.57367667518557,110.816884527137 -7.57361942226109)))","337202000600100850001"
"MULTIPOLYGON (((110.816868543444 -7.57368771050704,110.816919484722 -7.57370075771234,110.816891529537 -7.57378170489465,110.816846842901 -7.57376956488457,110.816868543444 -7.57368771050704)))","337202000600100840001"
"MULTIPOLYGON (((110.81682648521 -7.57367683799662,110.816859660862 -7.57368445032443,110.816838685768 -7.57376576226504,110.816807414732 -7.5737559797707,110.81682648521 -7.57367683799662)))","337202000600100830001"
"MULTIPOLYGON (((110.816800333817 -7.5737796765024,110.816824716666 -7.57378610919556,110.81680519036 -7.57387131139005,110.816781986984 -7.57386252731221,110.816800333817 -7.5737796765024)))","337202000600100820001"
"MULTIPOLYGON (((110.816876103427 -7.57381760980228,110.816914716264 -7.57382992817074,110.816889666652 -7.57389975037392,110.816853592046 -7.57388752352716,110.816876103427 -7.57381760980228)))","337202000600100810001"
"MULTIPOLYGON (((110.816926045403 -7.57383572217379,110.816955050054 -7.57384568462134,110.816931088738 -7.57391442180141,110.816901177479 -7.57390463988497,110.816926045403 -7.57383572217379)))","337202000600100800001"
"MULTIPOLYGON (((110.81696937077 -7.57385138942336,110.817018315727 -7.57386913953795,110.817003601298 -7.57393715695075,110.816944776032 -7.5739174126309,110.81696937077 -7.57385138942336)))","337202000600100790001"
"MULTIPOLYGON (((110.817031911643 -7.57387384900753,110.817065358013 -7.57388444651167,110.817047561056 -7.57395327674378,110.8170152937 -7.57394141333674,110.817031911643 -7.57387384900753)))","337202000600100780001"
"MULTIPOLYGON (((110.817083123151 -7.57389105732543,110.817140769021 -7.57391297209741,110.817119981603 -7.57397926828401,110.817063422643 -7.57395952493132,110.817083123151 -7.57389105732543)))","337202000600100770001"
"MULTIPOLYGON (((110.817151828228 -7.57391397176532,110.817189442606 -7.57392936522551,110.8171730963 -7.57399774378726,110.817129952064 -7.57398243846121,110.817151828228 -7.57391397176532)))","337202000600100760001"
"MULTIPOLYGON (((110.817001778665 -7.57395986086854,110.817113536414 -7.57400025158055,110.817060533437 -7.57414676951332,110.817021286761 -7.57413264175286,110.817010305112 -7.5741626688326,110.816938518996 -7.57413694891113,110.816957941238 -7.57408349704144,110.816972896988 -7.57408811662741,110.81700611431 -7.57399704047814,110.816990252264 -7.57399187777117,110.817001778665 -7.57395986086854)))","337202000600100750001"
"MULTIPOLYGON (((110.816752894786 -7.57405980158531,110.816788336019 -7.57406922401016,110.816758736386 -7.57418011172505,110.816723295107 -7.57417077975451,110.816752894786 -7.57405980158531)))","337202000600100740001"
"MULTIPOLYGON (((110.816794663877 -7.57389681581065,110.816962624493 -7.57394139121049,110.816947734244 -7.57399638275264,110.816828176753 -7.57396458212499,110.816816827213 -7.57400709209808,110.816936565982 -7.57403898326212,110.816907057232 -7.57414941874183,110.81683608402 -7.57413075478388,110.81685224568 -7.57407042682346,110.816755076718 -7.5740449675708,110.816794663877 -7.57389681581065)))","337202000600100740001"
"MULTIPOLYGON (((110.816735475748 -7.57387770450859,110.816783153089 -7.57389183583995,110.81677217101 -7.57392285793955,110.816724493666 -7.57390872660693,110.816735475748 -7.57387770450859)))","337202000600100720001"
"MULTIPOLYGON (((110.816630483405 -7.57391682816773,110.816668371596 -7.57392778939943,110.816661379869 -7.57395492352835,110.816622947531 -7.57394450480838,110.816630483405 -7.57391682816773)))","337202000600100710001"
"MULTIPOLYGON (((110.816618411187 -7.57395327721853,110.816660559828 -7.57396478298581,110.816651027378 -7.57399770528706,110.816610147681 -7.57398665233754,110.816618411187 -7.57395327721853)))","337202000600100700001"
"MULTIPOLYGON (((110.816596455874 -7.57399433541031,110.816646399579 -7.57400837725398,110.816631055871 -7.57406373042091,110.816582290493 -7.57405005089911,110.816596455874 -7.57399433541031)))","337202000600100690001"
"MULTIPOLYGON (((110.816472652646 -7.57414154710933,110.816489553585 -7.57404811224853,110.816638115348 -7.5740907800066,110.816629562674 -7.57416486061055,110.816472652646 -7.57414154710933)))","337202000600100680001"
"MULTIPOLYGON (((110.816286680201 -7.57403065901556,110.816373155098 -7.574049058226,110.816360890176 -7.5741123728876,110.816271604228 -7.57409587208389,110.816286680201 -7.57403065901556)))","337202000600100670001"
"MULTIPOLYGON (((110.81631283924 -7.57391009099529,110.816485689962 -7.573966699408,110.816474967647 -7.57402648690412,110.816295315193 -7.57397638851556,110.81631283924 -7.57391009099529)))","337202000600100660001"
"MULTIPOLYGON (((110.816334624951 -7.57384144339122,110.816496510351 -7.57388936331338,110.816487874046 -7.57394679980928,110.816317104627 -7.5738989665947,110.816334624951 -7.57384144339122)))","337202000600100650001"
"MULTIPOLYGON (((110.816362947028 -7.57375063659957,110.816513775529 -7.57379203895675,110.816500777608 -7.57387380652336,110.816338982867 -7.57382588664111,110.816362947028 -7.57375063659957)))","337202000600100640001"
"MULTIPOLYGON (((110.81642898062 -7.57365975524059,110.816533222905 -7.57367924738708,110.816518132481 -7.57377874362685,110.81641171918 -7.5737482148191,110.81642898062 -7.57365975524059)))","337202000600100630001"
"MULTIPOLYGON (((110.81650953402 -7.57353242585341,110.816717923881 -7.57358090801736,110.816702394115 -7.57364756822342,110.816814248481 -7.57367357640279,110.81680444031 -7.57371545382605,110.816599585443 -7.57366787775924,110.816604035606 -7.57364852185489,110.816488555424 -7.57362187889634,110.81650953402 -7.57353242585341)))","337202000600100620001"
"MULTIPOLYGON (((110.816465442315 -7.57339979745742,110.816578563863 -7.57343023861801,110.816556228826 -7.57351182134318,110.816441657621 -7.57347947997066,110.816465442315 -7.57339979745742)))","337202000600100610001"
"MULTIPOLYGON (((110.816480879733 -7.57333720778159,110.816580584687 -7.57336764328964,110.816571781062 -7.5733920629479,110.816476517197 -7.57336370981737,110.816480879733 -7.57333720778159)))","337202000600100600001"
"MULTIPOLYGON (((110.81650411533 -7.57326973671646,110.81663717578 -7.57331113154433,110.816604322081 -7.57339976548434,110.816586647623 -7.57339315468973,110.816599718419 -7.5733533591534,110.816488864122 -7.57332074798788,110.81650411533 -7.57326973671646)))","337202000600100590001"
"MULTIPOLYGON (((110.816678298303 -7.57317645851459,110.816637637187 -7.57329186441735,110.81652270438 -7.57325726149219,110.81655156486 -7.57317929979157,110.816599060354 -7.57319451654789,110.816611949264 -7.5731560777877,110.816678298303 -7.57317645851459)))","337202000600100580001"
"MULTIPOLYGON (((110.817547395465 -7.57314959580719,110.817572229119 -7.5731618178893,110.817529223793 -7.57324746257551,110.817585779299 -7.57327525653035,110.817555747589 -7.5733363928274,110.81747472118 -7.57329601510658,110.817547395465 -7.57314959580719)))","337202000600100570001"
"MULTIPOLYGON (((110.817575401311 -7.57316335698505,110.817628422045 -7.57318952122981,110.817587775214 -7.57327154863264,110.817534754435 -7.57324547483976,110.817575401311 -7.57316335698505)))","337202000600100570001"
"MULTIPOLYGON (((110.816978420322 -7.57324406554765,110.817073774925 -7.57327223769302,110.817032198145 -7.57340953382174,110.81693693516 -7.57337900982569,110.816978420322 -7.57324406554765)))","337202000600100560001"
"MULTIPOLYGON (((110.816725800567 -7.57317566438736,110.816925212782 -7.57323101739788,110.816916315434 -7.57326276403397,110.816893926816 -7.5732566940122,110.816861605555 -7.57337264618311,110.816823898483 -7.57336222778656,110.816813003521 -7.57340166241734,110.816732241525 -7.57337928559559,110.816743136493 -7.57333985096695,110.816723195301 -7.57333423425038,110.816739446718 -7.57327598683826,110.816720139982 -7.5732706417592,110.816736209862 -7.57321293701205,110.816716993781 -7.57320759197104,110.816725800567 -7.57317566438736)))","337202000600100560001"
"MULTIPOLYGON (((110.817049583981 -7.57345567414623,110.81715844507 -7.5734857515407,110.817143645324 -7.57354119541416,110.81703433054 -7.57351211285123,110.817049583981 -7.57345567414623)))","337202000600100550001"
"MULTIPOLYGON (((110.817095073085 -7.57328454877456,110.81720447843 -7.57331372181623,110.817170157553 -7.57344233713982,110.817060842831 -7.57341316412707,110.817095073085 -7.57328454877456)))","337202000600100550001"
"MULTIPOLYGON (((110.817232573174 -7.57333164407115,110.81727979782 -7.57334432784701,110.817266632852 -7.57339262631526,110.817333255022 -7.57341038380794,110.817309920511 -7.57349775539833,110.817295145854 -7.57349367864158,110.817277713046 -7.57355898121883,110.817178912806 -7.57353261680894,110.817232573174 -7.57333164407115)))","337202000600100540001"
"MULTIPOLYGON (((110.817514879431 -7.57351349034257,110.817484207417 -7.5735881949017,110.817394748753 -7.57355143190921,110.817426961531 -7.57347754211445,110.817514879431 -7.57351349034257)))","337202000600100530001"
"MULTIPOLYGON (((110.817560325179 -7.57344503349456,110.817529562602 -7.57351955710564,110.817403305319 -7.57346776285397,110.817416462051 -7.57343900307062,110.817453804479 -7.57345430593669,110.817472498018 -7.5734089043999,110.817560325179 -7.57344503349456)))","337202000600100530001"
"MULTIPOLYGON (((110.817585162806 -7.57344784805908,110.817657854578 -7.57347546784723,110.817629995902 -7.57354284658509,110.817556850326 -7.57351649299887,110.817585162806 -7.57344784805908)))","337202000600100520001"
"MULTIPOLYGON (((110.81767009416 -7.57347194515024,110.817749038994 -7.5735042712997,110.817738784875 -7.5735289617468,110.81765993069 -7.57349663563338,110.81767009416 -7.57347194515024)))","337202000600100510001"
"MULTIPOLYGON (((110.817710195665 -7.57360900415175,110.817732401755 -7.57361805913386,110.817737301861 -7.57360648269931,110.817775822533 -7.57362241922958,110.817771194386 -7.57363399577834,110.81779920122 -7.57364549552003,110.817761179046 -7.57373765520881,110.817672173438 -7.57370125428941,110.817710195665 -7.57360900415175)))","337202000600100490001"
"MULTIPOLYGON (((110.817781213672 -7.57352092882989,110.817828344816 -7.57354048723323,110.817813361341 -7.57360190121061,110.817758707468 -7.57357890229615,110.817781213672 -7.57352092882989)))","337202000600100480001"
"MULTIPOLYGON (((110.817863329997 -7.57355651273428,110.817887167872 -7.57356547793383,110.817879266626 -7.57359993871433,110.817855247406 -7.57359106389542,110.817863329997 -7.57355651273428)))","337202000600100470001"
"MULTIPOLYGON (((110.817824970764 -7.57358788524408,110.817877631917 -7.57360699367008,110.817861924706 -7.57366487952695,110.817807812611 -7.57364694643201,110.817824970764 -7.57358788524408)))","337202000600100460001"
"MULTIPOLYGON (((110.81780590598 -7.57365391081682,110.817860018076 -7.573671843912,110.817851665804 -7.57370096754541,110.817799550456 -7.57367733649883,110.81780590598 -7.57365391081682)))","337202000600100450001"
"MULTIPOLYGON (((110.817889857336 -7.57363721138915,110.817929740502 -7.57364672603479,110.817927107703 -7.57365595153948,110.817960644771 -7.5736664585561,110.817955560517 -7.5736848191847,110.817936525895 -7.57367902198803,110.817917310119 -7.57367286288717,110.817920759286 -7.57366246178389,110.817887042661 -7.57364779367123,110.817889857336 -7.57363721138915)))","337202000600100440001"
"MULTIPOLYGON (((110.817937882343 -7.57368698276312,110.817953563236 -7.57369178353232,110.817939401228 -7.57373990069118,110.81792453651 -7.57373437660727,110.817937882343 -7.57368698276312)))","337202000600100430001"
"MULTIPOLYGON (((110.817914859612 -7.57367973658825,110.817930993654 -7.57368480891836,110.817917738625 -7.5737318409726,110.817899429716 -7.57372486813774,110.817914859612 -7.57367973658825)))","337202000600100420001"
"MULTIPOLYGON (((110.817885226608 -7.5736549390081,110.817911783005 -7.57366643813632,110.81789263187 -7.57372224204577,110.817870426037 -7.5737125538734,110.817885226608 -7.5736549390081)))","337202000600100410001"
"MULTIPOLYGON (((110.817912274353 -7.5735757100591,110.817946445109 -7.57358829785051,110.817931737783 -7.57363976168728,110.817892126537 -7.57363033761241,110.817912274353 -7.5735757100591)))","337202000600100400001"
"MULTIPOLYGON (((110.817953152264 -7.57359101436063,110.817977261265 -7.57360196972069,110.817962460746 -7.57365949413269,110.817936084325 -7.57365116107466,110.817953152264 -7.57359101436063)))","337202000600100390001"
"MULTIPOLYGON (((110.817964954521 -7.57333348846153,110.818077982745 -7.57337053255065,110.81804740039 -7.57344786044034,110.817932016055 -7.57340873484939,110.817964954521 -7.57333348846153)))","337202000600100380001"
"MULTIPOLYGON (((110.818101779911 -7.57369275001162,110.818090883993 -7.57373471746945,110.818062422213 -7.57372719766037,110.818046805409 -7.57378571676019,110.818075267193 -7.57379323657035,110.818058742951 -7.57385392625736,110.817969550635 -7.5738302797443,110.818012496973 -7.57366910347007,110.818101779911 -7.57369275001162)))","337202000600100370001"
"MULTIPOLYGON (((110.818137504595 -7.57367476400067,110.818177567067 -7.57368907291505,110.818121277475 -7.57389167290189,110.818087377396 -7.57388207031478,110.818137504595 -7.57367476400067)))","337202000600100360001"
"MULTIPOLYGON (((110.818189712813 -7.57369314854505,110.818224609339 -7.57370447022111,110.818197912651 -7.57381137915193,110.818158935763 -7.57380240765018,110.818189712813 -7.57369314854505)))","337202000600100350001"
"MULTIPOLYGON (((110.818241376969 -7.57371189468394,110.818290219377 -7.57375813854147,110.818265066185 -7.57385934933474,110.818209049774 -7.57384277234812,110.818241376969 -7.57371189468394)))","337202000600100340001"
"MULTIPOLYGON (((110.818091357636 -7.57346995028338,110.81812643374 -7.57348534260304,110.81809158965 -7.57356520150984,110.818056422889 -7.57354980914946,110.818091357636 -7.57346995028338)))","337202000600100330001"
"MULTIPOLYGON (((110.818139909558 -7.57334405452906,110.818221122843 -7.57337131595313,110.818191442338 -7.57345986088714,110.818110138386 -7.57343259941946,110.818139909558 -7.57334405452906)))","337202000600100320001"
"MULTIPOLYGON (((110.81813540846 -7.5734850749788,110.818185620895 -7.57350680559599,110.818149597345 -7.57358901589508,110.818099294325 -7.573567104322,110.81813540846 -7.5734850749788)))","337202000600100310001"
"MULTIPOLYGON (((110.81819568322 -7.57350708116591,110.818234386457 -7.57352003265393,110.81820941988 -7.5736085795551,110.818159477152 -7.5735921860109,110.81819568322 -7.57350708116591)))","337202000600100300001"
"MULTIPOLYGON (((110.818250157584 -7.5735258284761,110.818300372569 -7.57354149846809,110.818273684854 -7.57362705957716,110.818223469861 -7.57361138958195,110.818250157584 -7.5735258284761)))","337202000600100290001"
"MULTIPOLYGON (((110.818312064784 -7.57354620710389,110.818363095344 -7.57356260108418,110.818342224372 -7.57361243414174,110.818309130105 -7.57362689344724,110.818287010827 -7.57362697467874,110.818312064784 -7.57354620710389)))","337202000600100280001"
"MULTIPOLYGON (((110.818243149143 -7.57337675255769,110.818287290767 -7.57339151544794,110.818256430501 -7.57348313542959,110.818212288907 -7.57346828207917,110.818243149143 -7.57337675255769)))","337202000600100270001"
"MULTIPOLYGON (((110.818309499093 -7.57339523344371,110.818397419781 -7.57342466859849,110.818366105781 -7.57351746433899,110.818278185077 -7.57348802917763,110.818309499093 -7.57339523344371)))","337202000600100260001"
"MULTIPOLYGON (((110.818393801062 -7.57340702799162,110.818438720882 -7.57329524196627,110.818445427354 -7.573299586693,110.81844324147 -7.57332400914935,110.818413831608 -7.57341581066155,110.818393801062 -7.57340702799162)))","337202000600100250001"
